# Metrics for banking-rabbitmq
# Job: banking-rabbitmq
# Category: messaging
# Exported at: 2025-07-02T11:09:54.024823
# Total metrics: 1883
# Unique metric types: 203

## erlang_mnesia_committed_transactions
erlang_vm_process_count{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 473

## erlang_vm_process_limit
erlang_vm_process_limit{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1048576

## erlang_vm_schedulers
erlang_vm_schedulers{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_schedulers_online
erlang_vm_schedulers_online{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 10

## erlang_vm_smp_support
erlang_vm_smp_support{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1

## erlang_vm_statistics_bytes_output_total
erlang_vm_statistics_bytes_output_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 81418685

## erlang_vm_statistics_bytes_received_total
erlang_vm_statistics_bytes_received_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 75267555

## erlang_vm_statistics_context_switches
erlang_vm_statistics_context_switches{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1185374

## erlang_vm_statistics_dirty_cpu_run_queue_length
erlang_vm_statistics_dirty_cpu_run_queue_length{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## erlang_vm_statistics_dirty_io_run_queue_length
erlang_vm_statistics_dirty_io_run_queue_length{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## erlang_vm_statistics_garbage_collection_bytes_reclaimed
erlang_vm_statistics_garbage_collection_bytes_reclaimed{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 6287154912

## erlang_vm_statistics_garbage_collection_number_of_gcs
erlang_vm_statistics_garbage_collection_number_of_gcs{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 235594

## erlang_vm_statistics_garbage_collection_words_reclaimed
erlang_vm_statistics_garbage_collection_words_reclaimed{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 785894364

## erlang_vm_statistics_reductions_total
erlang_vm_statistics_reductions_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 424582356

## erlang_vm_statistics_run_queues_length
erlang_vm_statistics_run_queues_length{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## erlang_vm_statistics_runtime_milliseconds
erlang_vm_statistics_runtime_milliseconds{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 76088

## erlang_vm_statistics_wallclock_time_milliseconds
erlang_vm_statistics_wallclock_time_milliseconds{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 5743609

## erlang_vm_thread_pool_size
erlang_vm_thread_pool_size{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1

## erlang_vm_threads
erlang_vm_threads{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1

## erlang_vm_time_correction
erlang_vm_time_correction{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1

## erlang_vm_wordsize_bytes
erlang_vm_wordsize_bytes{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 8

## process_start_time_seconds
process_start_time_seconds{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1751429039

## rabbitmq_alarms_file_descriptor_limit
rabbitmq_alarms_file_descriptor_limit{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_alarms_free_disk_space_watermark
rabbitmq_alarms_free_disk_space_watermark{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_alarms_memory_used_watermark
rabbitmq_alarms_memory_used_watermark{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_auth_attempts_failed_total
rabbitmq_auth_attempts_failed_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="http"} 0
rabbitmq_auth_attempts_failed_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 0

## rabbitmq_auth_attempts_succeeded_total
rabbitmq_auth_attempts_succeeded_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="http"} 969
rabbitmq_auth_attempts_succeeded_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 569

## rabbitmq_auth_attempts_total
rabbitmq_auth_attempts_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="http"} 969
rabbitmq_auth_attempts_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 569

## rabbitmq_build_info
rabbitmq_build_info{erlang_version="25.3.2.15",instance="banking-rabbitmq:15692",job="banking-rabbitmq",prometheus_client_version="4.11.0",prometheus_plugin_version="3.12.14",rabbitmq_version="3.12.14"} 1

## rabbitmq_channel_acks_uncommitted
rabbitmq_channel_acks_uncommitted{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_consumers
rabbitmq_channel_consumers{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 4

## rabbitmq_channel_get_ack_total
rabbitmq_channel_get_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_get_empty_total
rabbitmq_channel_get_empty_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_get_total
rabbitmq_channel_get_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_messages_acked_total
rabbitmq_channel_messages_acked_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 8485

## rabbitmq_channel_messages_confirmed_total
rabbitmq_channel_messages_confirmed_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_messages_delivered_ack_total
rabbitmq_channel_messages_delivered_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 8486

## rabbitmq_channel_messages_delivered_total
rabbitmq_channel_messages_delivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_messages_published_total
rabbitmq_channel_messages_published_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 8486

## rabbitmq_channel_messages_redelivered_total
rabbitmq_channel_messages_redelivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_messages_unacked
rabbitmq_channel_messages_unacked{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1

## rabbitmq_channel_messages_uncommitted
rabbitmq_channel_messages_uncommitted{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_messages_unconfirmed
rabbitmq_channel_messages_unconfirmed{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_messages_unroutable_dropped_total
rabbitmq_channel_messages_unroutable_dropped_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_messages_unroutable_returned_total
rabbitmq_channel_messages_unroutable_returned_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_prefetch
rabbitmq_channel_prefetch{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_channel_process_reductions_total
rabbitmq_channel_process_reductions_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 6014853

## rabbitmq_channels
rabbitmq_channels{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 5

## rabbitmq_channels_closed_total
rabbitmq_channels_closed_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 564

## rabbitmq_channels_opened_total
rabbitmq_channels_opened_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 569

## rabbitmq_connection_channels
rabbitmq_connection_channels{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 5

## rabbitmq_connection_incoming_bytes_total
rabbitmq_connection_incoming_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 2252352

## rabbitmq_connection_incoming_packets_total
rabbitmq_connection_incoming_packets_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 17205

## rabbitmq_connection_outgoing_bytes_total
rabbitmq_connection_outgoing_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 2456384

## rabbitmq_connection_outgoing_packets_total
rabbitmq_connection_outgoing_packets_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 8545

## rabbitmq_connection_pending_packets
rabbitmq_connection_pending_packets{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 0

## rabbitmq_connection_process_reductions_total
rabbitmq_connection_process_reductions_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 7585601

## rabbitmq_connections
rabbitmq_connections{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 5

## rabbitmq_connections_closed_total
rabbitmq_connections_closed_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 564

## rabbitmq_connections_opened_total
rabbitmq_connections_opened_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 569

## rabbitmq_consumer_prefetch
rabbitmq_consumer_prefetch{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 4

## rabbitmq_consumers
rabbitmq_consumers{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 4

## rabbitmq_disk_space_available_bytes
rabbitmq_disk_space_available_bytes{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1010815971328

## rabbitmq_disk_space_available_limit_bytes
rabbitmq_disk_space_available_limit_bytes{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 50000000

## rabbitmq_erlang_gc_reclaimed_bytes_total
rabbitmq_erlang_gc_reclaimed_bytes_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 6280763008

## rabbitmq_erlang_gc_runs_total
rabbitmq_erlang_gc_runs_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 235305

## rabbitmq_erlang_net_ticktime_seconds
rabbitmq_erlang_net_ticktime_seconds{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 60

## rabbitmq_erlang_processes_limit
rabbitmq_erlang_processes_limit{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1048576

## rabbitmq_erlang_processes_used
rabbitmq_erlang_processes_used{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 471

## rabbitmq_erlang_scheduler_context_switches_total
rabbitmq_erlang_scheduler_context_switches_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1184281

## rabbitmq_erlang_scheduler_run_queue
rabbitmq_erlang_scheduler_run_queue{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 1

## rabbitmq_erlang_uptime_seconds
rabbitmq_erlang_uptime_seconds{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 5738.988

## rabbitmq_global_consumers
rabbitmq_global_consumers{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 4

## rabbitmq_global_messages_acknowledged_total
rabbitmq_global_messages_acknowledged_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 8485
rabbitmq_global_messages_acknowledged_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_acknowledged_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_confirmed_total
rabbitmq_global_messages_confirmed_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 0

## rabbitmq_global_messages_dead_lettered_confirmed_total
rabbitmq_global_messages_dead_lettered_confirmed_total{dead_letter_strategy="at_least_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0

## rabbitmq_global_messages_dead_lettered_delivery_limit_total
rabbitmq_global_messages_dead_lettered_delivery_limit_total{dead_letter_strategy="at_least_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_dead_lettered_delivery_limit_total{dead_letter_strategy="at_most_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_dead_lettered_delivery_limit_total{dead_letter_strategy="disabled",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0

## rabbitmq_global_messages_dead_lettered_expired_total
rabbitmq_global_messages_dead_lettered_expired_total{dead_letter_strategy="at_most_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_dead_lettered_expired_total{dead_letter_strategy="disabled",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_dead_lettered_expired_total{dead_letter_strategy="at_least_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_dead_lettered_expired_total{dead_letter_strategy="at_most_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_dead_lettered_expired_total{dead_letter_strategy="disabled",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0

## rabbitmq_global_messages_dead_lettered_maxlen_total
rabbitmq_global_messages_dead_lettered_maxlen_total{dead_letter_strategy="at_most_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_dead_lettered_maxlen_total{dead_letter_strategy="disabled",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_dead_lettered_maxlen_total{dead_letter_strategy="at_most_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_dead_lettered_maxlen_total{dead_letter_strategy="disabled",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0

## rabbitmq_global_messages_dead_lettered_rejected_total
rabbitmq_global_messages_dead_lettered_rejected_total{dead_letter_strategy="at_most_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_dead_lettered_rejected_total{dead_letter_strategy="disabled",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_dead_lettered_rejected_total{dead_letter_strategy="at_least_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_dead_lettered_rejected_total{dead_letter_strategy="at_most_once",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_dead_lettered_rejected_total{dead_letter_strategy="disabled",instance="banking-rabbitmq:15692",job="banking-rabbitmq",queue_type="rabbit_quorum_queue"} 0

## rabbitmq_global_messages_delivered_consume_auto_ack_total
rabbitmq_global_messages_delivered_consume_auto_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_delivered_consume_auto_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_delivered_consume_auto_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_delivered_consume_manual_ack_total
rabbitmq_global_messages_delivered_consume_manual_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 8486
rabbitmq_global_messages_delivered_consume_manual_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_delivered_consume_manual_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_delivered_get_auto_ack_total
rabbitmq_global_messages_delivered_get_auto_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_delivered_get_auto_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_delivered_get_auto_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_delivered_get_manual_ack_total
rabbitmq_global_messages_delivered_get_manual_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_delivered_get_manual_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_delivered_get_manual_ack_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_delivered_total
rabbitmq_global_messages_delivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 8486
rabbitmq_global_messages_delivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_delivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_get_empty_total
rabbitmq_global_messages_get_empty_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_get_empty_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_get_empty_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_received_confirm_total
rabbitmq_global_messages_received_confirm_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 0

## rabbitmq_global_messages_received_total
rabbitmq_global_messages_received_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 8486

## rabbitmq_global_messages_redelivered_total
rabbitmq_global_messages_redelivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_classic_queue"} 0
rabbitmq_global_messages_redelivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_quorum_queue"} 0
rabbitmq_global_messages_redelivered_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091",queue_type="rabbit_stream_queue"} 0

## rabbitmq_global_messages_routed_total
rabbitmq_global_messages_routed_total{instance="banking-rabbitmq:15692",job="banking-rabbitmq",protocol="amqp091"} 8486
